p239_001.txt,Please call Stella.
p239_002.txt,Ask her to bring these things with her from the store.
p239_003.txt,"Six spoons of fresh snow peas, five thick slabs of blue cheese, and maybe a snack for her brother Bob."
p239_004.txt,We also need a small plastic snake and a big toy frog for the kids.
p239_005.txt,"She can scoop these things into three red bags, and we will go meet her Wednesday at the train station."
p239_006.txt,"When the sunlight strikes raindrops in the air, they act as a prism and form a rainbow."
p239_007.txt,The rainbow is a division of white light into many beautiful colors.
p239_008.txt,"These take the shape of a long round arch, with its path high above, and its two ends apparently beyond the horizon."
p239_009.txt,"There is , according to legend, a boiling pot of gold at one end."
p239_010.txt,"People look, but no one ever finds it."
p239_011.txt,"When a man looks for something beyond his reach, his friends say he is looking for the pot of gold at the end of the rainbow."
p239_012.txt,Throughout the centuries people have explained the rainbow in various ways.
p239_013.txt,Some have accepted it as a miracle without physical explanation.
p239_014.txt,To the Hebrews it was a token that there would be no more universal floods.
p239_015.txt,The Greeks used to imagine that it was a sign from the gods to foretell war or heavy rain.
p239_016.txt,The Norsemen considered the rainbow as a bridge over which the gods passed from earth to their home in the sky.
p239_017.txt,Others have tried to explain the phenomenon physically.
p239_019.txt,"Since then physicists have found that it is not reflection, but refraction by the raindrops which causes the rainbows."
p239_020.txt,Many complicated ideas about the rainbow have been formed.
p239_021.txt,"The difference in the rainbow depends considerably upon the size of the drops, and the width of the colored band increases as the size of the drops increases."
p239_022.txt,The actual primary rainbow observed is said to be the effect of super-imposition of a number of bows.
p239_023.txt,"If the red of the second bow falls upon the green of the first, the result is to give a bow with an abnormally wide yellow band, since red and green light when mixed form yellow."
p239_024.txt,"This is a very common type of bow, one showing mainly red and yellow, with little or no green or blue."
p239_025.txt,"They might have asked, for goodness sake."
p239_026.txt,"The Government, however, insists the company is not for sale."
p239_027.txt,And so was a photograph.
p239_028.txt,We are not aware of any British casualties at this stage.
p239_029.txt,There isn't the seriousness of other businesses.
p239_030.txt,It is about control of our economy.
p239_031.txt,There was a rush of water.
p239_033.txt,"Nonetheless, the overall picture is healthy."
p239_034.txt,Drink and petrol prices remain untouched.
p239_035.txt,I might well have done so already.
p239_036.txt,That can cost him a fortune.
p239_037.txt,He works at the airport.
p239_038.txt,How do you take them away?
p239_039.txt,"However, there is an issue, isn't there?"
p239_040.txt,"After the match, do you?"
p239_041.txt,Has the conflict started?
p239_042.txt,Have I really come to this?
p239_043.txt,This matter has still to come before the European Parliament.
p239_044.txt,It carried a double message.
p239_045.txt,Overall it has been deeply frustrating and disappointing.
p239_046.txt,But not a penny has been paid.
p239_047.txt,"Of course, on Tuesday, United were beaten despite this."
p239_048.txt,Alliance Leicester would give it a presence in southern England.
p239_049.txt,We must learn to finish.
p239_050.txt,You must always attempt to raise the bar.
p239_051.txt,New York is my home.
p239_054.txt,Mexico City was a wonderful experience.
p239_055.txt,He is too weak to move.
p239_056.txt,Bill Clinton always had an idea to sell.
p239_057.txt,I feel we might now have the foundations to go forward.
p239_058.txt,Among them are many criminals.
p239_060.txt,And they removed a Borderer.
p239_061.txt,All manner of precaution and protection are taken.
p239_062.txt,Perhaps we should do the same.
p239_063.txt,Rebuilding public transport was never going to happen overnight.
p239_064.txt,They were on holiday in Egypt.
p239_065.txt,They desperately want some stability.
p239_066.txt,Everything is possible in football.
p239_067.txt,Everyone could see the joke.
p239_068.txt,I'm pleased with the horse.
p239_069.txt,He will need that machine.
p239_070.txt,The new clubhouse was packed with people watching the game on TV.
p239_071.txt,Then they scored two goals to win.
p239_072.txt,"In fact, it was Geoffrey Robinson."
p239_073.txt,Pulled a huge number of viewers.
p239_076.txt,The Government does not go far enough.
p239_077.txt,He phoned the number in the brochure.
p239_078.txt,I haven't got there yet.
p239_079.txt,I can understand the frustrations of our fans.
p239_080.txt,They hoped to remain in the Edinburgh area.
p239_081.txt,"In time, the First Minister will grow in stature."
p239_082.txt,Labour has replaced the Tories as the party of the family.
p239_084.txt,And it had two seats.
p239_085.txt,"Indeed, it is only the beginning."
p239_086.txt,Or so the theory goes.
p239_087.txt,He has really done well.
p239_088.txt,So what happens next?
p239_089.txt,Had this been common practice?
p239_090.txt,What do they want us to do?
p239_091.txt,Is it worth it?
p239_092.txt,Does it matter?
p239_093.txt,George Robertson described the plan as an outrageous and disgraceful decision.
p239_094.txt,But I had never been in a theatre.
p239_095.txt,"It was fun, but not a living."
p239_096.txt,Kenny Miller might come through.
p239_097.txt,"Until recently, she worked as a recruitment consultant in London."
p239_098.txt,The Government yesterday announced its proposed new pension account.
p239_099.txt,We will pay their bills.
p239_100.txt,Sales are falling after years of growth.
p239_101.txt,It was exactly four months away.
p239_102.txt,But they also noted a partial strengthening of survey evidence.
p239_103.txt,We have a major concern about enforcement action.
p239_104.txt,I am so proud of him.
p239_105.txt,"This time, it might be for real."
p239_106.txt,He will be kept informed.
p239_107.txt,There could be a way back.
p239_108.txt,He was a lovely man.
p239_109.txt,People will have to be patient.
p239_110.txt,I can't remember a lot of it.
p239_111.txt,"Instead, another depression came in."
p239_112.txt,Talk of a crisis is absurd.
p239_113.txt,We have thought about doing lots of things.
p239_114.txt,It is sometimes like that.
p239_115.txt,The partners are looking for answers.
p239_116.txt,I've had it for the exams.
p239_117.txt,Those people must be accountable.
p239_118.txt,We feel very comfortable in this international environment.
p239_119.txt,The Festival is prepared to help.
p239_120.txt,"Accordingly, financial restructuring is required."
p239_121.txt,The error appeared in a warrant.
p239_122.txt,They have now been banned from Celtic Park for life.
p239_123.txt,Basically we lost the game because we were outplayed.
p239_124.txt,He was just a journalist.
p239_125.txt,They lived for their children.
p239_126.txt,Their season has been consigned to history.
p239_127.txt,Diversions were put in place.
p239_128.txt,How independent is that?
p239_129.txt,What form did that take?
p239_130.txt,Are they free?
p239_131.txt,What are they for?
p239_132.txt,Is there a waiting list?
p239_133.txt,Do they think anyone else wants them?
p239_134.txt,Maybe he has been away from British football for too long.
p239_135.txt,Last weekend was extremely frustrating.
p239_136.txt,Western countries condemned the conduct of the poll.
p239_137.txt,Gary Parker is a favourite of mine.
p239_138.txt,"The allegations were still under investigation, he added."
p239_139.txt,It is the only practical access for vehicles and men.
p239_140.txt,So it was at Easter Road.
p239_141.txt,A move to Manchester United would be tremendous.
p239_142.txt,Absences should be carefully monitored.
p239_143.txt,He is an extraordinary writer on so many levels.
p239_144.txt,The tribunal said his conduct was wholly reprehensible.
p239_145.txt,We just have to adapt.
p239_146.txt,He was forced to quit.
p239_147.txt,Gordon Marshall was outstanding against us.
p239_148.txt,People have been placed in a state of alarm.
p239_149.txt,I was given no instructions by no-one.
p239_150.txt,The move follows a review of the Singapore
p239_151.txt,Which isn't a bad idea.
p239_152.txt,"Since then, things have improved."
p239_155.txt,He removed the rubble with the help of passers-by.
p239_156.txt,It is a good lifestyle.
p239_157.txt,Before the game we went for a pint.
p239_158.txt,Our relationship has been very good.
p239_159.txt,It was the climax of the thing.
p239_160.txt,Nato has left them with no other option.
p239_161.txt,Scottish Enterprise and the banks have been very supportive.
p239_162.txt,I think the referee was good.
p239_163.txt,I understand the medical concerns.
p239_164.txt,Scotland will be an integral part of Abbey National.
p239_165.txt,This was a unique election.
p239_166.txt,They exist in name alone.
p239_167.txt,We have reacted well to each other.
p239_168.txt,I can see it now.
p239_169.txt,Having guidelines in advance is helpful.
p239_171.txt,Those three weeks are totally lost.
p239_172.txt,This is a milestone in the modernisation of the Scottish prosecution service.
p239_173.txt,She is in good spirits.
p239_174.txt,As if that is an achievement.
p239_175.txt,Mr Blair should be warned.
p239_176.txt,Strathclyde Police are expected to make an announcement next month.
p239_177.txt,There was a fossil on screen.
p239_178.txt,Is it in the right place?
p239_179.txt,Did he trip?
p239_180.txt,Does that put pressure on us?
p239_181.txt,Did it work?
p239_182.txt,Do you think we are a top nation?
p239_183.txt,"Here, again, they were denied a voice."
p239_184.txt,Structural changes were also required.
p239_185.txt,His job was not advertised.
p239_186.txt,That was just one night.
p239_187.txt,This is a frightening development.
p239_188.txt,They keep the atmosphere in mind.
